epoch,train_loss,test_loss,train_acc,test_acc
0.0,1.8294621617236035,0.9849877893924713,0.32448333333333335,0.6562
1.0,0.8114306551344851,0.73029974848032,0.7046666666666667,0.7327
2.0,0.6920874826451565,0.6858084231615067,0.7432,0.7466
3.0,0.6470652415397319,0.6449141576886177,0.7596166666666667,0.7584
4.0,0.6211910623185178,0.6341402344405651,0.7696333333333333,0.7622
5.0,0.6043134145280148,0.616767980903387,0.7756333333333333,0.7694
6.0,0.5866362201406601,0.6124268531799316,0.7805833333333333,0.7734
7.0,0.5716692546580701,0.5944763027131558,0.7872833333333333,0.7813
8.0,0.5608404334555281,0.5691978551447392,0.7924166666666667,0.7888
9.0,0.5508152015665744,0.5751373030245304,0.7954833333333333,0.7882
10.0,0.5413457013191061,0.5641645342111588,0.7998166666666666,0.7926
11.0,0.5319688044963999,0.5442908644676209,0.8029166666666666,0.7999
12.0,0.5227523555146887,0.550566653162241,0.8077166666666666,0.7965
13.0,0.5149318514986241,0.5293891578912735,0.81175,0.8066
14.0,0.5094765436142049,0.5268523752689361,0.81265,0.8036
15.0,0.5022703341981198,0.5264620132744312,0.8150833333333334,0.8061
16.0,0.4959831567520791,0.5166403166949749,0.8182,0.8097
17.0,0.49550276779113933,0.5286737561225892,0.8211666666666667,0.8107
18.0,0.48950200955918494,0.5115287140011787,0.822,0.814
19.0,0.4854633705413088,0.49806303679943087,0.8238833333333333,0.8165
20.0,0.47857112161656645,0.49311093986034393,0.8252833333333334,0.8227
21.0,0.4721524257609185,0.4929028883576393,0.8273666666666667,0.8234
22.0,0.47064392782272174,0.48714611008763314,0.8287,0.8253
23.0,0.46463087442073414,0.48741394132375715,0.8313333333333334,0.8234
24.0,0.46448460272017944,0.4821965865790844,0.83315,0.824
25.0,0.4573351849900915,0.4839667364954948,0.8342333333333334,0.8245
26.0,0.44802413303801353,0.4745636790990829,0.83665,0.8272
27.0,0.448831222412434,0.45927407667040826,0.8374833333333334,0.8342
28.0,0.44164316590796127,0.4533959709107876,0.8414166666666667,0.8377
29.0,0.4447232690263302,0.4566291280090809,0.8399833333333333,0.8348
30.0,0.4412288776103486,0.44953698441386225,0.8411166666666666,0.8379
31.0,0.43639787498940813,0.4476110987365246,0.8441166666666666,0.8396
32.0,0.4364334869892039,0.45855013504624365,0.8421833333333333,0.837
33.0,0.43362627384510444,0.4529104925692081,0.8441166666666666,0.8345
34.0,0.4288947754717888,0.44514294937252996,0.84455,0.8383
35.0,0.42601395008411813,0.4506135694682598,0.8465833333333334,0.8386
36.0,0.4275109557395286,0.4501253619790077,0.8452333333333333,0.8395
37.0,0.4272352893301781,0.4436588823795319,0.8464833333333334,0.8371
38.0,0.42125625724488114,0.4410116381943226,0.84765,0.8398
39.0,0.42458517969922815,0.4498341307044029,0.84625,0.8404
40.0,0.41969114897098947,0.43617935180664064,0.84735,0.8443
41.0,0.4217991710977351,0.4329595431685448,0.84855,0.842
42.0,0.41784607565149345,0.4299052506685257,0.8485666666666667,0.8432
43.0,0.4172480384086041,0.46269314363598824,0.8501166666666666,0.8285
44.0,0.4152481957953027,0.4441212020814419,0.8494666666666667,0.8394
45.0,0.4120999828298041,0.44431098997592927,0.85145,0.8382
46.0,0.41264045758450285,0.4219263605773449,0.85175,0.8469
47.0,0.41266983151435854,0.42991010695695875,0.8520166666666666,0.8463
48.0,0.41154912355098316,0.435110904276371,0.8519833333333333,0.8402
49.0,0.4078771839750574,0.42808905988931656,0.85395,0.8468
50.0,0.4092468945269889,0.4301527164876461,0.8518333333333333,0.8446
51.0,0.40498578206021735,0.4237516112625599,0.8542666666666666,0.8498
52.0,0.40279473725785603,0.42016732692718506,0.8549166666666667,0.8488
53.0,0.40509458437879037,0.4297445766627789,0.8528333333333333,0.845
54.0,0.4033460651306396,0.4154189139604568,0.8539666666666667,0.8501
55.0,0.39906601347821824,0.42983107566833495,0.8556333333333334,0.8419
