epoch,train_loss,test_loss,train_acc,test_acc
0.0,0.6240912873694238,0.39030278474092484,0.7767166666666667,0.8585
1.0,0.3318805241204323,0.306240027025342,0.8799333333333333,0.8867
2.0,0.2755741356535161,0.3009768847376108,0.8995833333333333,0.8907
3.0,0.25079959263192847,0.28903556764125826,0.90785,0.8969
4.0,0.23317951464906653,0.262206694111228,0.9143333333333333,0.9041
5.0,0.21848393913279188,0.23530164249241353,0.9206333333333333,0.916
6.0,0.20699851132453756,0.264438196644187,0.9253666666666667,0.9072
7.0,0.19958750187082494,0.23366771824657917,0.9273666666666667,0.9174
8.0,0.19125506262829964,0.22379117384552955,0.9299833333333334,0.9182
9.0,0.18943081463271,0.22244745194911958,0.9302666666666667,0.9206
10.0,0.17903041430610292,0.21917802579700946,0.9345166666666667,0.9205
11.0,0.17427788202432876,0.20294734537601472,0.9363666666666667,0.9246
12.0,0.16809919422611277,0.21354829482734203,0.9378833333333333,0.9207
13.0,0.1645523632143406,0.21480506770312785,0.9388,0.9254
14.0,0.162143208847401,0.20899210795760154,0.9412333333333334,0.9256
15.0,0.15340204337175856,0.20239836238324643,0.9446166666666667,0.93
16.0,0.1497904084781383,0.1965199377387762,0.9451333333333334,0.9279
17.0,0.14652869691874118,0.2167087620124221,0.9470166666666666,0.9289
18.0,0.1459426353269435,0.19486961588263513,0.9473833333333334,0.9324
19.0,0.14237584094417857,0.20125418826937674,0.9481,0.9266
20.0,0.13920616228529747,0.18870958033949137,0.9484,0.9327
21.0,0.13748236488788687,0.20380230545997619,0.9492,0.9351
22.0,0.13206247040565977,0.1928579520434141,0.9519666666666666,0.9329
23.0,0.13098157251134832,0.2060406543314457,0.9524166666666667,0.9322
24.0,0.1279003642499447,0.18956806547939778,0.9541833333333334,0.9323
25.0,0.12589580061587882,0.20214119143784046,0.9530166666666666,0.9335
26.0,0.11998709376822127,0.20246380046010018,0.9564333333333334,0.9319
27.0,0.11940607273198188,0.1952640673145652,0.9554166666666667,0.9332
28.0,0.11517539176535099,0.19506012350320817,0.9579833333333333,0.9363
29.0,0.11461271829110511,0.1848985705524683,0.9579333333333333,0.9356
30.0,0.11291762105327971,0.20163466241210698,0.9591666666666666,0.9317
31.0,0.10817549972141043,0.19802225530147552,0.9595,0.9401
32.0,0.10814815371277485,0.18718308359384536,0.9602,0.9357
