epoch,train_loss,test_loss,train_acc,test_acc
0.0,0.9274393997293837,0.7435989670455456,0.6767333333333333,0.73
1.0,0.6635173932034919,0.6480279915034771,0.7650666666666667,0.7725
2.0,0.598021087747939,0.5895085543394089,0.7894333333333333,0.7886
3.0,0.554336594140276,0.5496284887194633,0.8037166666666666,0.8051
4.0,0.5277304967667195,0.5389146015048027,0.8122166666666667,0.8069
5.0,0.5121941858149589,0.5389830619096756,0.81915,0.8074
6.0,0.4938541162521281,0.5046991869807244,0.8247833333333333,0.8167
7.0,0.48637985460301664,0.4989968750625849,0.8268166666666666,0.8217
8.0,0.47125666090782653,0.4881793152540922,0.8327166666666667,0.8195
9.0,0.46175498696083717,0.47457563765347005,0.83505,0.8314
10.0,0.45150202601513967,0.4712966579943895,0.8386833333333333,0.8324
11.0,0.4432570021203224,0.4581818677484989,0.8423666666666667,0.8356
12.0,0.4436270827942706,0.471429144218564,0.84165,0.8362
13.0,0.43814782741221975,0.450679586827755,0.84155,0.84
14.0,0.42840401225901664,0.45481495950371026,0.8470166666666666,0.8366
15.0,0.42697952313626064,0.4535069402307272,0.8478,0.834
16.0,0.41932485179698215,0.4406505785882473,0.8504666666666667,0.8414
17.0,0.41536079594429504,0.43797450959682466,0.8526666666666667,0.8448
18.0,0.41110517027530263,0.444520216062665,0.8533833333333334,0.8422
19.0,0.41261489759100245,0.4302136838436127,0.8536333333333334,0.8484
20.0,0.40540175450609084,0.4291656374931335,0.85495,0.8447
21.0,0.4019584536552429,0.4305334217846394,0.8555333333333334,0.8436
22.0,0.39982733675774107,0.41684808805584905,0.8584166666666667,0.8519
23.0,0.3978216511137942,0.4490766432136297,0.8571833333333333,0.8363
24.0,0.39440862866158183,0.4234207298606634,0.8595833333333334,0.8476
25.0,0.3872147153032587,0.4219019401818514,0.8621666666666666,0.8511
26.0,0.38933807021759925,0.40787779092788695,0.8606833333333334,0.8555
27.0,0.3856564813471855,0.40878891982138155,0.86275,0.8536
28.0,0.3861930675963138,0.40246002227067945,0.8621666666666666,0.852
29.0,0.3839301551910157,0.4317916311323643,0.8620333333333333,0.8439
30.0,0.3817620486655134,0.4113442115485668,0.86415,0.8512
31.0,0.3799341170077628,0.4125962249934673,0.8638333333333333,0.8525
32.0,0.3766924906918343,0.4064068678766489,0.8645,0.8561
33.0,0.37452088404209055,0.4086415059864521,0.8669333333333333,0.8525
34.0,0.3733674913010699,0.40105799250304697,0.86575,0.8602
35.0,0.3709707680534809,0.4093231201171875,0.8664833333333334,0.8518
36.0,0.3700865882508298,0.41366775929927824,0.8679666666666667,0.8545
37.0,0.3712448309076593,0.3970636574551463,0.86805,0.856
38.0,0.37226537060230336,0.398347457498312,0.8646333333333334,0.8576
39.0,0.3651937622973259,0.38800466544926165,0.8683333333333333,0.8631
40.0,0.3649281102292081,0.4003442607820034,0.8690666666666667,0.8594
41.0,0.3675788906660486,0.4070846751332283,0.86915,0.8573
42.0,0.3609924781829753,0.39864252880215645,0.8689333333333333,0.8562
43.0,0.36385967274929615,0.39758933857083323,0.8701333333333333,0.8581
44.0,0.35888235746545993,0.3993075620383024,0.8707333333333334,0.8569
45.0,0.35846169007585404,0.3913899913430214,0.8718,0.8591
46.0,0.3605321081394845,0.3927771016955376,0.8713666666666666,0.8589
47.0,0.35559362395012634,0.3848078727722168,0.87185,0.862
48.0,0.35646916405951723,0.38344047628343103,0.87225,0.8639
49.0,0.35279966484993064,0.39303216338157654,0.87305,0.8572
50.0,0.3559100027414078,0.3863829132169485,0.8717166666666667,0.8628
51.0,0.3564842806217518,0.39588299542665484,0.8724,0.8573
52.0,0.3531221038483559,0.3881793588399887,0.8727,0.8616
53.0,0.351695753475453,0.3844527956098318,0.8737666666666667,0.8619
54.0,0.35163786468353675,0.3914274416863918,0.8747833333333334,0.8601
55.0,0.3534715001253372,0.3943041890859604,0.8737333333333334,0.8604
56.0,0.3494312493090934,0.3935709122568369,0.8737833333333334,0.8616
57.0,0.3497143273023849,0.3854941092431545,0.8736666666666667,0.8635
58.0,0.34857334386795125,0.38675275892019273,0.87515,0.8599
59.0,0.34927632954526455,0.3832073301076889,0.8744833333333333,0.866
60.0,0.34816217308348796,0.3924215130507946,0.8751166666666667,0.8571
61.0,0.34611123026685514,0.387281472235918,0.8771333333333333,0.8624
62.0,0.34713595357347043,0.3877293482422829,0.8749666666666667,0.8655
63.0,0.34826783652001236,0.38465354666113855,0.87475,0.8691
64.0,0.3442038379451062,0.37963394783437254,0.8756666666666667,0.8657
65.0,0.3435703978259513,0.3878288008272648,0.8763833333333333,0.8609
66.0,0.3442314459922466,0.3753673568367958,0.87575,0.8638
67.0,0.3426283407718577,0.38590840101242063,0.8758166666666667,0.8645
68.0,0.3429623743955125,0.3851139355450869,0.8763333333333333,0.8644
69.0,0.3425150046323208,0.3837433360517025,0.8768333333333334,0.8631
70.0,0.3426305003622745,0.38316483572125437,0.87585,0.8635
71.0,0.34070392111514475,0.39974756315350535,0.87685,0.853
72.0,0.3367255971786824,0.3801609881222248,0.8784166666666666,0.8627
73.0,0.3386736652318467,0.3783032462000847,0.8777833333333334,0.8606
74.0,0.3409908916087861,0.3777896728366613,0.8761833333333333,0.8667
75.0,0.3389861353534333,0.38548553362488747,0.8774833333333333,0.8629
76.0,0.33650236269260975,0.3783192440867424,0.8779166666666667,0.8687
77.0,0.3374560641481521,0.37432958632707597,0.8781,0.8657
78.0,0.33366603940091233,0.36857750043272974,0.8806666666666667,0.868
79.0,0.3349586643437122,0.39227867797017096,0.8792833333333333,0.8606
80.0,0.33756074601031366,0.39179184287786484,0.8775,0.8622
81.0,0.3321929926567889,0.37420718669891356,0.8797333333333334,0.8658
82.0,0.33519811034202573,0.3786010958254337,0.8781166666666667,0.8627
83.0,0.3356664394444608,0.3607554830610752,0.8787666666666667,0.8706
84.0,0.3353506339991346,0.36662689670920373,0.8791,0.8703
85.0,0.33333818354505174,0.3796431623399258,0.8802666666666666,0.8638
86.0,0.3354840148636635,0.38199360482394695,0.8787166666666667,0.8637
87.0,0.3303785374824037,0.3783249095082283,0.8798166666666667,0.8683
88.0,0.32998930006585225,0.380811407789588,0.8808833333333334,0.8632
89.0,0.3299504056255868,0.37428346313536165,0.8792833333333333,0.8661
90.0,0.33015828062879277,0.3680741470307112,0.8809333333333333,0.8656
91.0,0.33235098193300533,0.3830252543091774,0.8794833333333333,0.8661
92.0,0.3317113662019689,0.3784960240125656,0.8805833333333334,0.8662
93.0,0.3285429655871493,0.37442110776901244,0.88025,0.8652
94.0,0.33056425382482246,0.36894487515091895,0.88085,0.8682
95.0,0.3298331135765035,0.3735893711447716,0.8809,0.8682
96.0,0.32899622745970464,0.3719305370002985,0.8811166666666667,0.866
97.0,0.32801050315511987,0.37218737974762917,0.8805166666666666,0.8674
98.0,0.3290327008100266,0.3785303860902786,0.8824833333333333,0.87
99.0,0.32957642915401053,0.3695217132568359,0.8799333333333333,0.8635
